"album_name","total_tracks"
"Carried Away (In The Style Of George Strait) [Karaoke Version] - Single","2"
"We Can'T Stop (In The Style Of Miley Cyrus) [Karaoke Version] - Single","2"
"Karaoke - In The Style Of Ja Rule/Ashanti - Vol. 1","2"
"Bitch Better Have My Money Tribute To Rihanna","2"
"I Can Feel It Ep","2"
"Show Me How","2"
"Like Whaaat (Remix) [Feat. Wiz Khalifa, Tyga, Chris Brown & Master P]","2"
"Lethal Industry (Megamen Remix + Kevu Festival Remix)","2"
"Sumon","2"
"Fucking Money Man","2"
"2 Pack Just Cause","2"
"Silly Hoes","2"
"The Karaoke Channel - Sing Lost Without U Like Robin Thicke","2"
"Nirvana (Lum!X & Gabry Ponte Remix)","2"
"The Karaoke Channel - Sing I'M Real (Radio Version) [Duet] Like Jennifer Lopez Feat. Ja Rule","2"
"The Karaoke Channel - Sing Wasted Like Carrie Underwood","2"
"Kss","2"
"Original","2"
"The Karaoke Channel - Sing Who'S That Man Like Toby Keith","2"
"Djembe Ep","2"
"I Don'T Wanna Live Forever (Originally Performed By Zayn & Taylor Swift) [Karaoke Version]","2"
"Meet Me At Mary'S Place (In The Style Of Sam Cooke) [Vocal And Karaoke Versions]","2"
"Maplestory M : Adele (Original Game Soundtrack)","2"
"Slide Thru - Single","2"
"Karaoke - Lady Gaga","2"
"Starships (Originally Performed By Nicki Minaj)","2"
"Get High","2"
"Perfect Illusion (Originally Performed By Lady Gaga) [Instrumental Version]","2"
"Talk 2 Me Crazy","2"
"Sangre","2"
"The Karaoke Channel - In The Style Of Christina Aguilera / Lil' Kim / Mya / Pink - Vol. 1","2"
"Mercy (Originally By Kanye West Feat. Big Sean, Pusha T, 2 Chainz) [Karaoke / Instrumental] - Single","2"
"Wet","2"
"Pocket Rocket","2"
"Her Alternative Versions","2"
"School Aale Yaar","2"
"Blow Your Mind","2"
"The Karaoke Channel - Sing I Wanna Go Like Britney Spears","2"
"Judas (Lady Gaga Tribute) - Deluxe","2"
"Tunnel Tooz","2"
"Buzzing Ep","2"
"Whats Poppin (Feat. Dababy, Tory Lanez & Lil Wayne) [Remix]","2"
"Sanctified (Instrumental In The Style Of Rick Ross, Kanye West & Big Sean) [Karaoke]","2"
"The Deal Has Long Gone Down","2"
"Blink State / Supercharged","2"
"The Karaoke Channel - Sing Country Boy Like Alan Jackson","2"
"Toosie Slide","2"
"Nagnuman - Single","2"
"Sons Of Agony (Blue Exorcist)","2"
"So Much Like My Dad (Sing Like George Strait) [Karaoke And Vocal Versions]","2"
"Don'T Panic","2"
"The Karaoke Channel - Sing Gone Crazy Like Alan Jackson","2"
"团扇","2"
"Broken Hearts","2"
"The Beauty Inside Pt. 6 (Original Television Soundtrack)","2"
"Who'S That Chick?(In The Style Of David Guetta)","2"
"The Happy Song","2"
"Stinkin'","2"
"Count On Me (In The Style Of Whitney Houston And Ce Ce Winans) [Karaoke Version] - Single","2"
"Happy To Be (Because I'M Free)","2"
"The Rainbow Connection","2"
"I'M Good (Blue) [Oliver Heldens Remix]","2"
"Roman In Moscow","2"
"Bittersweet Goodbye (Tiësto’S Hardcore Remix)","2"
"Medicine (Remixes)","2"
"Morning Break","2"
"Down On The Farm (In The Style Of Tim Mcgraw) [Karaoke Version] - Single","2"
"Red Fever / Everywhere I Go (Remix)","2"
"Dar Soultan Alia","2"
"Soul!","2"
"Medicine","2"
"Motor Sport","2"
"Vibra","2"
"A Tribute To Miranda Lambert And Carrie Underwood'S Something Bad","2"
"Summer Warm Up E.P","2"
"Boss Talk","2"
"Rule The World & Jamaica","2"
"Mariposa & The Fairy Princess (Music From The Motion Picture)","2"
"Wrecking Ball (Originally Performed By Miley Cyrus)","2"
"Stronger (Exodus X Sweet & Sour Remix)","2"
"Clique (Originally By Kanye West, Jay - Z & Big Sean) [Instrumental]","2"
"旧梦 (Dj默涵版)","2"
"Tú","2"
"51 Lex Presents Skool Houz","2"
"Up (Karaoke Version) [Originally Performed By Olly Murs & Demi Lovato]","2"
"Anthony Gordon","2"
"Begin Again (Originally By Taylor Swift) [Karaoke / Instrumental] - Single","2"
"Hero","2"
"Baby Don'T Hurt Me (Feat. Coi Leray) [Djs From Mars Remix]","2"
"Highspeedlove","2"
"Take Care (Originally By Drake Feat. Rihanna) [Karaoke / Instrumental] - Single","2"
"What Would Skrillex Do? (Wwsd)/Drunk Dj","2"
"The Karaoke Channel - Sing The Cowboy Rides Away Like George Strait","2"
"Breezin & Vibezin","2"
"Karaoke - Robin Thicke","2"
"Strange Man / Long Progression","2"
"Rich As F K - Tribute To Lil Wayne And 2 Chainz","2"
"I Don'T Mind - Tribute To Usher And Juicy J","2"
"Live Life (Feat. Dave East & Smoova) [Remix]","2"
"Stay Down (With 6Lack & Young Thug)","2"
"Carrie Me + Mabone, No. 30","2"
"Stay Ever","2"
"I Will Wait","2"
"School Friends","2"
"Alhaitham Themes (Epic Version)","2"
"One More Night With You","2"
"The Best Day (Sing Like George Strait) [Karaoke And Vocal Versions]","2"
"Save Your Tears (Remix) (Originally Performed By The Weeknd And Arian Grande) [Karaoke]","2"
"Breezy Beach","2"
"I Don'T Know Her","2"
"Her Old Friends","2"
"Black Skinhead (In The Style Of Kanye West) [Karaoke Version] - Single","2"
"Just Wanna Know","2"
"Karaoke In The Style Of Sam Cooke","2"
"Red Venus","2"
"Minha Rihanna","2"
"Figure 8 (Karaoke Version) [In The Style Of Ellie Goulding]","2"
"Where Did It All Go Wrong?","2"
"Sol","2"
"Fuck Katrina","2"
"Eminem / Leylam (45'Lik)","2"
"School Ost, Pt. 3","2"
"Palace","2"
"Grind","2"
"Big Fu","2"
"Jay Rockin'","2"
"Move To L.A.","2"
"Sweet Sounds Of Heaven","2"
"Rock You Baby (In The Style Of Toby Keith) [Karaoke Version] - Single","2"
"Flowers In D Minor (Nirvana)","2"
"A Tribute To Robin Thicke And Nicki Minaj'S Back Together","2"
"Fkn Around (Feat. Megan Thee Stallion)","2"
"A Tribute To Sam Smith'S Have Yourself A Merry Little Christmas","2"
"No Pulse","2"
"Lay Me Down (In The Style Of Sam Smith) [Karaoke Version] - Single","2"
"Number 1 (In The Style Of Pharrell & Kanye West) [Karaoke Version] - Single","2"
"Baby Don'T Cry (Feat. Young Thug)","2"
"Ill Fated Brigade","2"
"Silky Heart","2"
"Hotel Lobby (Unc & Phew)","2"
"Believer","2"
"The Karaoke Channel - Sing King Of The Mountain Like George Strait","2"
"Ballad Of A Teenage Queen / Big River","2"
"Speed King (In The Style Of Deep Purple) [Karaoke Version] - Single","2"
"Marina Del Rey (Sing Like George Strait) [Karaoke And Vocal Versions]","2"
"Don'T Let It Go","2"
"Shadow Twice","2"
"Give It Away (In The Style Of George Strait) [Karaoke Version] - Single","2"
"From The D 2 The Lbc (With Snoop Dogg)","2"
"My List (In The Style Of Toby Keith) [Vocal And Karaoke Versions]","2"
"Ice & Fire","2"
"Wombass","2"
"The Karaoke Channel - Sing Shake It Off Like Mariah Carey","2"
"Gotti","2"
"The Ruling Class / T-R-O-U-B-L-E","2"
"Deep Particles","2"
"Podzim 2021","2"
"Go Off (Originally Performed By Lil Uzi Vert, Quavo, Travis Scott) [Karaoke Version]","2"
"Gunnarshólmi","2"
"2Packsz","2"
"I Just Wanna","2"
"Always Fading / Rain Dance","2"
"Stay With Me - Ringtone Tribute To Sam Smith","2"
"The Karaoke Channel - Sing Picture To Burn Like Taylor Swift","2"
"Spotlight/Halfway There","2"
"Alive And Well","2"
"Peak Of Nirvana","2"
"Uneasy","2"
"Вертайся","2"
"Major Distribution (In The Style Of 50 Cent, Snoop Dogg And Young Jeezy) [Karaoke Instrumental Version] - Single","2"
"No Frauds (Tribute To Nicki Minaj)","2"
"All Eyes On You - Meek Mill Nicki Minaj & Chris Brown","2"
"Who Are You : School 2015 (Original Television Sioundtrack), Pt. 5","2"
"Skool Houz","2"
"The King And I (Feat. Ceelo Green) [From The Original Motion Picture Soundtrack Elvis]","2"
"The Same Again (Acoustic)","2"
"Linus And Lucy (From ""A Charlie Brown Christmas"")","2"
"Mega Bad Bunny","2"
"Chain Gang (In The Style Of Sam Cooke) [Vocal And Karaoke Versions]","2"
"小城晚风","2"
"Green It (Bonus 2-Pack)","2"
"Bulletproof 2Pack","2"
"Index","2"
"Dance Again","2"
"Bei Mir Bist Du Schön","2"
"Danger (Originally Performed By Migos And Marshmello)","2"
"Girona Rules","2"
"Mad Love (Karaoke Version Of Sean Paul And David Guetta And Becky G)","2"
"Say My Name (Feat. Bebe Rexha & J Balvin) [Sidney Samson Remix]","2"
"Tell Me Something Bad About Tulsa (Sing Like George Strait) [Karaoke And Vocal Versions]","2"
"Titanium (Originally By David Guetta Feat. Sia) [Karaoke / Instrumental] - Single","2"
"Robin Richardson","2"
"Look At Her Now (Originally Performed By Selena Gomez) [Karaoke Version]","2"
"The Karaoke Channel - Sing The Christmas Song (Chestnuts Roasting On An Open Fire) Like Justin Bieber Feat. Usher","2"
"Not Johnny Cash (Radio Edit)","2"
"You Can'T Make A Heart Love Somebody (Sing Like George Strait) [Karaoke And Vocal Versions]","2"
"Shake, Pt. 2 (Sped Up Version)","2"
"Money Now (Feat. Tyga & Johnny Yukon)","2"
"One More Light (Originally Performed By Linkin Park)","2"
"Death Note","2"
"Love Comes Again","2"
"Mississippi","2"
"I Love Me","2"
"Nostalgia (Arty Violin Remix)","2"
"Drop Bands On It (Feat. Wiz Khalifa, Tyga & Fresh)","2"
"Ogi Feel The Beat","2"
"Otro Planeta","2"
"Bring It On Home To Me","2"
"入船亭扇遊1「寝床」「厳流島」-「朝日名人会」ライヴシリーズ49","2"
"Sorry (With Madonna) [Tibasko Remix]","2"
"Raise Your Glass","2"
"Hard Place","2"
"When I Get You Alone (In The Style Of Robin Thicke) [Karaoke Version] - Single","2"
"Summer (In The Style Of Calvin Harris) [Karaoke Version] - Single","2"
"34+35 (Remix)","2"
"Deeperfect","2"
"One Night At A Time (Sing Like George Strait) [Karaoke And Vocal Versions]","2"
"Ring Of Fire (In The Style Of Johnny Cash) [Karaoke Version] - Single","2"
"Red Swan","2"
"Tuesday (Feat. Drake)","2"
"Sorry (With Madonna) [Franky Rizardo Remix]","2"
"Smokey Mason","2"
"Stack It Up (Feat. Migos)","2"
"Stir Fry (Originally Performed By Migos) [Karaoke Version]","2"
"B.A.D. (Originally Performed By David Guetta & Showtek, Vessy) [Karaoke Version]","2"
"我被生活扇了几巴掌","2"
"The Karaoke Channel - Sing Having A Party Like Sam Cooke","2"
"El Mejor Regalo Eres Tú (Tributo A Mariah Carey) En Español - Single","2"
"The Karaoke Channel - Sing Carrying Your Love With Me Like George Strait","2"
"Out Of The Woods (Originally Performed By Taylor Swift) [Karaoke Versions]","2"
"Hasta Luego","2"
"Plum Brandy","2"
"S&M(In The Style Of Rihanna)","2"
"Lethal Industry (Sterbinszky & Coddie Remix)","2"
"Soulda (New Single)","2"
"The Karaoke Channel - Sing A Thing Called Love Like Johnny Cash","2"
"Snitches Ain’T...","2"
"Neon Lights","2"
"Nasty One Remix (Feat. Stefflon Don, Kranium, Hoodcelebrityy)","2"
"Scullyjohnsun","2"
"One Moment In Time (Originally Performed By Whitney Houston) [Karaoke Version]","2"
"Boyz (Feat. Nicki Minaj)","2"
"Everything (Standerwick Remix)","2"
"No Favors (Originally Performed By Big Sean & Eminem) [Karaoke Version]","2"
"Can’T See It","2"
"Who'S That Man (In The Style Of Toby Keith) [Performance Track With Demonstration Vocals] - Single","2"
"Deep Perco","2"
"Automatic (Originally Performed By Miranda Lambert) [Karaoke Version]","2"
"Imagine (Tiësto Remix)","2"
"Die Lit 4Or 6Ix : 2 Pack","2"
"The Karaoke Channel - Sing The Best Day Like George Strait","2"
"Under Control (Karaoke Version) [In The Style Calvin Harris & Alesso]","2"
"Blowhole Operation / Three Days After Canada Day (A.K.A. Jimi Hendrix)","2"
"Hey Mama Tribute To David Guetta","2"
"Everyday (Originally Performed By Ariana Grande & Future) [Karaoke Version]","2"
"Deep Purple (From ""Thunder Force V"")","2"
"Big Stunna (Feat. Birdman)","2"
"That Man Of Mine B/W The Good Book Says It'S Wrong","2"
"We Are One (Ole Ola) (Feat. Dana Kendal) [Top Tribute To Pitbull, Jennifer Lopez, Claudia Leitte]","2"
"Freedom Is Not So Far From Here","2"
"Black Daniel Ep 2","2"
"Take It To The Head (Originally Performed By Dj Khaled, Chris Brown, Rick Ross, Lil Wayne & Nicki Minaj) [Karaoke Audio Version]","2"
"Someone I Knew","2"
"Love Me Like You Do (A Tribute To Ellie Goulding)","2"
"Aerodynamic","2"
"Keep It Real","2"
"Summer Wildflowers","2"
"Paper Cups","2"
"The Karaoke Channel - In The Style Of Toby Keith / Krystal - Vol. 1","2"
"Alessio","2"
"Groovy Tony","2"
"Blank Space (Instrumental Karaoke) [Originally Performed By Taylor Swift]","2"
"Dreams (Feat. Lanie Gardner)","2"
"Superpowers","2"
"Rose Rouge","2"
"I Can See The Whole World From Up Here!","2"
"Shot Me Down (Originally Performed By David Guetta & Skylar Grey) [Karaoke Version]","2"
"Watch Dem Murderer","2"
"The Man In Love With You (Sing Like George Strait) [Karaoke And Vocal Versions]","2"
"Who'S Cheatin' Who (Sing Like Alan Jackson) [Karaoke And Vocal Versions]","2"
"Latin Vibes Ep3","2"
"C'Est Pas Ma Faute !","2"
"The Triple Drop","2"
"I Want You To Know: Remake Remix To Zedd Feat Selena Gomez","2"
"The Whole Truth / Understand This Groove","2"
"Cinematik Boomerang","2"
"Michael Jackson Ii","2"
"Donald Trump","2"
"2 Pack By Fredd C & Jay Elly","2"
"Action Bii 搶先聽","2"
"Open Wide (Karaoke Version) [In The Style Of Calvin Harris & Big Sean]","2"
"Slumber Party (Originally Performed By Britney Spears & Tinashe) [Karaoke Version]","2"
"Pound Town 2 (Feat. Nicki Minaj & Tay Keith)","2"
"Boccherini: Minuet - Oginski: Polonaise","2"
"Butterfly Coupe Feat. Tyga","2"
"Romantico - Lim Kim&Tete","2"
"The Karaoke Channel - Sing The Chair Like George Strait","2"
"Is That Alright Tribute To Lady Gaga","2"
"All The Small Things (In The Style Of Blink 182) [Karaoke Version] - Single","2"
"Meet You In The Summer (Tribute To Calvin Harris)","2"
"Work (Piano Version) [Originally Performed By Rihanna & Drake]","2"
"Omg (Originally Performed By Camila Cabello And Quavo)","2"
"A Triubute To Fifth Harmony'S Boss","2"
"Soulful Abstracts Ep","2"
"The Toast Of '45 / Tony","2"
"Love (Originally Performed By Lana Del Rey)","2"
"Karaoke - In The Style Of Billy Ray Cyrus / Miley Cyrus - Vol. 1","2"
"Cocoa Butter","2"
"Meu Samba Vai Te Pegar","2"
"The Motto (Tiësto’S Vip Mix)","2"
"Today I Saw The Whole World Ep","2"
"Top Shotta","2"
"One More","2"
"Maxell","2"
"The Karaoke Channel - Sing Big River Like Johnny Cash","2"
"Beauty & The Beast (Workout Tribute To Ariana Grande & John Legend)","2"
"Brandy (You'Re A Fine Girl) [Ian Asher Remix]","2"
"7500 Obo (Acoustic)","2"
"The Man Comes Around (Karaoke Version) [Originally Performed By Johnny Cash]","2"
"Never Call Me (Feat. Yg) [Remix]","2"
"Black Enuff","2"
"Marvins Room","2"
"Next Up - S2-E14","2"
"Be There","2"
"The Karaoke Channel - Sing Right Or Wrong Like George Strait","2"
"Hot In It (Riton Remix)","2"
"Fuck It Up (Feat. City Girls & Tyga)","2"
"Bellyache - Sped Up","2"
"Taylor Swift Tickets","2"
"Smile (With The Weeknd)","2"
"Beautiful Woman Club Mix","2"
"Complex Rules & On Top","2"
"End Game (Karaoke Version Of Taylor Swift Ed Sheeran And Future)","2"
"Reelow Invites #02","2"
"Please Come Home For Christmas / Christmas In Heaven","2"
"Brandy'S Native American Dream","2"
"Baby Drake","2"
"Tell Me It'S Over","2"
"Style (Karaoke Version) (Originally Performed By Taylor Swift)","2"
"All Kinds Of Kinds - Tribute To Miranda Lambert","2"
"Freakin' Out On The Interstate (Acoustic Version [Live])","2"
"2U (Workout Tribute To David Guetta)","2"
"Give Or Take","2"
"7 Rings - Single","2"
"Shmoney (Feat. Quavo & Rowdy Rebel)","2"
"Goin' In (Tribute To Jennifer Lopez Feat Flo Rida)","2"
"Tick Tock","2"
"Jesus Walks (A Tribute To Kanye West)","2"
"Forbidden","2"
"Kardia","2"
"Those Who Rush Across The Sea","2"
"Onde Está O Amor?","2"
"Jorja Smith Freestyle","2"
"The Karaoke Channel - Sing Butterfly Like Mariah Carey","2"
"A Tribute To Toby Keith'S Drunk Americans","2"
"Fire Flame","2"
"扇影录","2"
"Swoop","2"
"Tied Together With A Smile (In The Style Of Taylor Swift) [Karaoke Version] - Single","2"
"Summer Strike, Pt. 1 (Original Soundtrack)","2"
"Sail","2"
"The Karaoke Channel - Sing Red Ragtop Like Tim Mcgraw","2"
"Star Spangled Banner (Originally Performed By Whitney Houston) [Karaoke Version]","2"
"Megin","2"
"We Really Shouldn'T Be Doing This (In The Style Of George Strait) [Karaoke Version] - Single","2"
"New Level (Feat. Future)","2"
"Without Me (In The Style Of Eminem) [Karaoke Version] - Single","2"
"Hard Feelings","2"
"Pills N Potions (Originally Performed By Nicki Minaj) [Karaoke Version]","2"
"Miguel (Remix)","2"
"Halcyon Boy 88","2"
"Down Beat Rule","2"
"Hero (Originally Performed By Mariah Carey) [Karaoke Version]","2"
"Drizzy Drake","2"
"Way To Break My Heart (Originally Performed By Ed Sheeran And Skrillex) [Instrumental]","2"
"Rockstar (Workout Tribute To Post Malone)","2"
"Bach : Toccata And Fugue In Dm (For Organ And Piano)","2"
"Mother & Baby","2"
"Archive 2-Pack","2"
"Reminder (Remix)","2"
"Tim Green Ep","2"
"All These Years","2"
"Cool For The Summer [Sped Up (Nightcore)]","2"
"Heavy (Originally Performed By Linkin Park And Kiiara)","2"
"A Tribute To Linkin Park And Daron Malakian'S Rebellion","2"
"The Karaoke Channel - Sing How Many Licks? Like Lil' Kim & Sisqó","2"
"Dopey Smile","2"
"Nothing Can Change This Love (Originally Performed By Sam Cooke) [Karaoke Version]","2"
"Playa No More (Feat. A Boogie With Da Hoodie & Quavo)","2"
"Heart Attack - Tribute To Demi Lovato","2"
"Thriller: Heads Will Roll","2"
"Calvin And His Tiger","2"
"Not My Choice","2"
"About The Money (Feat. Young Thug)","2"
"Does Fort Worth Ever Cross Your Mind (Sing Like George Strait) [Karaoke And Vocal Versions]","2"
"Man Of The Year (Originally Performed By Schoolboy Q) (Karaoke Versions)","2"
"Seu Taxista","2"
"Wide Open Road / Belshazzar","2"
"Miss Me - (Originally By Drake & Lil Wayne) [Karaoke / Instrumental] - Single","2"
"Next Up - S4-E2","2"
"Black Trail","2"
"Flatlined (Reaper Remix)","2"
"Taco Tuesday","2"
"The Karaoke Channel - Sing Send Me Some Lovin' Like Sam Cooke","2"
"Reach Out","2"
"No Love Go (Cri Remix)","2"
"Sped Time 2 Pack","2"
"The Karaoke Channel - In The Style Of Toby Keith / Merle Haggard - Vol. 1","2"
"Konclusions","2"
"Marry The Night (In The Style Of Lady Gaga) [Karaoke And Vocal Versions]","2"
"Pretty Lil' Heart (Tribute To Robin Thicke & Lil Wayne)","2"
"Karaoke - In The Style Of Johnny Cash & June Carter - Vol. 1","2"
"Birdz (2 Pack)","2"
"Think Twice / E = Mc2","2"
"The Princess Academy - Snowed In","2"
"Versprochen, Dass Es Weitergeht","2"
"J Cole I'M Callin' You Out","2"
"Lose You (Felix Jaehn Remix)","2"
"Jidaraku","2"
"Side Man","2"
"Creep (Feat. Young Thug)","2"
"The Pachamama Invocation (Parts 1 & 2)","2"
"Sunday","2"
"Recess (Karaoke Version) (Originally Performed By Skrillex)","2"
"Calling All Hearts - Tribute To Dj Cassidy And Robin Thicke And Jessie J","2"
"Major Distribution","2"
"No Church In The Wild (Originally Performed By Kanye West, Jay Z & Frank Ocean) [Instrumental Version]","2"
"Do It","2"
"Off My Mind","2"
"Seh Party","2"
"Billy Kimber","2"
"7500 Obo (Live)","2"
"Nothing Changed","2"
"Tony Montana","2"
"Snoopy Doggy","2"
"There'S Nothing Holdin' Me Back (Workout Tribute To Shawn Mendes)","2"
"Karaoke - In The Style Of Jimmy Buffett/Kenny Chesney/Toby Keith/Alan Jackson/Clint Black/George - Vol. 1","2"
"Meltdown","2"
"Tongue Tied","2"
"虚ろを扇ぐ/仮死化","2"
"Feel Like A Rock Star (Karaoke Version) [Originally Performed By Kenny Chesney And Tim Mcgraw]","2"
"Root Canal Revolution","2"
"Rain On Me (Ralphi Rosario Remix)","2"
"Sign Language","2"
"Bye Bye","2"
"The Karaoke Channel - Sing Waiting For Tonight Like Jennifer Lopez","2"
"Rakkatta","2"
"Fendi (Feat. Nicki Minaj & Murda Beatz)","2"
